CONTESTANT,Age,FIR,NumRoses3,FirstDate,Region,ElimWeek
05_JEANMARIE_C,26.0,0.0,0.0,0.0,S,2.0
05_DEBBIE_M,27.0,0.0,0.0,0.0,S,2.0
05_ANNECATHERINE_L,27.0,0.0,0.0,0.0,Other,2.0
05_AMBER_L,27.0,0.0,0.0,0.0,W,2.0
05_MANDY_C,25.0,0.0,0.0,0.0,W,2.0
05_KRISTY_R,25.0,0.0,0.0,0.0,W,2.0
05_CELESTE_C,24.0,0.0,0.0,0.0,N,2.0
05_JENNY_M,24.0,0.0,0.0,0.0,W,2.0
05_DOLORES_F,26.0,0.0,0.0,0.0,N,1.0
05_FRANCINE_J,25.0,0.0,0.0,0.0,S,1.0
05_DESHAUN_W,25.0,0.0,0.0,0.0,N,1.0
05_JESSICA_K,21.0,0.0,0.0,0.0,M,1.0
05_HOLLY_R,26.0,0.0,0.0,0.0,S,1.0
05_RACHEL_C,26.0,0.0,0.0,0.0,N,1.0
05_KRISTIN_C,25.0,0.0,0.0,0.0,W,1.0
09_JENNIFER_W,24.0,0.0,1.0,4.0,S,11.0
09_SADIE_M,23.0,0.0,1.0,4.0,W,7.0
09_LISA_B,25.0,1.0,2.0,2.0,W,6.0
09_AGNESE_P,24.0,0.0,1.0,5.0,Other,5.0
09_JEANETTE_P,23.0,0.0,1.0,0.0,M,4.0
09_DESIREE_V,22.0,0.0,0.0,0.0,W,4.0
09_JAMI_M,27.0,0.0,0.0,3.0,S,3.0
09_GINA_C,28.0,0.0,0.0,0.0,M,3.0
09_ERICA_R,23.0,0.0,0.0,0.0,S,3.0
09_SARAH_S,30.0,0.0,0.0,0.0,Other,2.0
09_KIM_J,27.0,0.0,0.0,0.0,W,2.0
09_ELLEN_D,30.0,0.0,0.0,0.0,N,2.0
09_TARA_D,24.0,0.0,0.0,0.0,S,1.0
09_ROSELLA_F,27.0,0.0,0.0,0.0,M,1.0
09_RITA_G,29.0,0.0,0.0,0.0,S,1.0
09_RENEE_S,30.0,0.0,0.0,0.0,N,1.0
09_MERI_B,27.0,0.0,0.0,0.0,S,1.0
09_LAURA_M,29.0,0.0,0.0,0.0,W,1.0
09_JESSICA_H,25.0,0.0,0.0,0.0,S,1.0
09_HEATHER_S,34.0,0.0,0.0,0.0,N,1.0
09_ELYSE_H,27.0,0.0,0.0,0.0,N,1.0
09_CLAUDIA_G,22.0,0.0,0.0,0.0,S,1.0
09_CARISSA_I,25.0,0.0,0.0,0.0,N,1.0
09_BOWE_N,28.0,0.0,0.0,0.0,M,1.0
09_ANDREA_S,28.0,0.0,0.0,0.0,M,1.0
09_APRIL_J,23.0,0.0,0.0,0.0,M,1.0
10_TESSA_H,26.0,0.0,1.0,5.0,W,11.0
10_BEVIN_P,28.0,0.0,1.0,6.0,W,8.0
10_DANIELLE_I,25.0,0.0,0.0,6.0,N,7.0
10_AMBER_A,23.0,0.0,0.0,4.0,S,6.0
10_STEPHANIE_W,23.0,0.0,0.0,5.0,M,5.0
10_TINA_W,26.0,0.0,0.0,0.0,W,5.0
10_KATE_B,24.0,0.0,0.0,0.0,S,4.0
10_NICOLE_C,26.0,0.0,0.0,0.0,S,4.0
10_STEPHANIE_T,27.0,1.0,2.0,2.0,S,4.0
10_AMANDA_H,26.0,0.0,0.0,0.0,S,3.0
10_ERIN_P,24.0,0.0,0.0,0.0,S,3.0
10_PEYTON_W,24.0,0.0,0.0,0.0,S,3.0
10_ALEXIS_Y,26.0,0.0,0.0,0.0,S,2.0
10_SUSAN_A,23.0,0.0,0.0,0.0,S,2.0
10_TIFFANY_W,28.0,0.0,0.0,0.0,N,2.0
10_BLAKENEY_R,29.0,0.0,0.0,0.0,S,1.0
10_CANDACE_D,23.0,0.0,0.0,0.0,S,1.0
10_CATHERINE_W,23.0,0.0,0.0,0.0,M,1.0
10_DANIELLE_V,26.0,0.0,0.0,0.0,N,1.0
10_JACKIE_T,23.0,0.0,0.0,0.0,M,1.0
10_JEANETTE_A,27.0,0.0,0.0,0.0,S,1.0
10_JESSICA_D,32.0,0.0,0.0,0.0,N,1.0
10_LINDA_M,33.0,0.0,0.0,0.0,M,1.0
10_LINDSAY_S,22.0,0.0,0.0,0.0,M,1.0
10_TIFFANY_F,27.0,0.0,0.0,0.0,M,1.0
11_DEANNA_P,25.0,0.0,1.0,6.0,S,8.0
11_JENNI_C,27.0,1.0,1.0,4.0,M,8.0
11_BETTINA_B,27.0,0.0,0.0,5.0,N,7.0
11_SHEENA_S,23.0,0.0,0.0,5.0,W,6.0
11_HILARY_R,27.0,0.0,1.0,3.0,N,5.0
11_KRISTY_K,29.0,0.0,1.0,0.0,M,5.0
11_STEPHY_K,26.0,0.0,1.0,0.0,S,4.0
11_JADE_B,24.0,0.0,0.0,0.0,S,4.0
11_MCCARTEN_D,26.0,0.0,0.0,0.0,W,4.0
11_LINDSEY_H,25.0,0.0,0.0,0.0,W,3.0
11_SARAH_N,23.0,0.0,1.0,0.0,M,3.0
11_SOLISA_S,25.0,0.0,0.0,0.0,S,3.0
11_MICHELE_L,30.0,0.0,0.0,0.0,N,2.0
11_MALLORY_S,24.0,0.0,0.0,0.0,O,2.0
11_ERIN_G,25.0,0.0,0.0,0.0,S,2.0
11_JESSICA_K,27.0,0.0,0.0,0.0,S,1.0
11_JULI_G,24.0,0.0,0.0,0.0,M,1.0
11_KIM_O,31.0,0.0,0.0,0.0,N,1.0
11_LORI_L,33.0,0.0,0.0,0.0,N,1.0
11_MELISSA_B,28.0,0.0,0.0,0.0,N,1.0
11_MORGAN_B,24.0,0.0,0.0,0.0,W,1.0
11_NATALIE_V,25.0,0.0,0.0,0.0,S,1.0
11_REGINA_D,31.0,0.0,0.0,0.0,W,1.0
11_TAUNI_N,31.0,0.0,0.0,0.0,M,1.0
11_SUSAN_S,35.0,0.0,0.0,0.0,M,1.0
12_SHAYNE_L,22.0,0.0,1.0,3.0,W,11.0
12_CHELSEA_W,25.0,0.0,1.0,5.0,W,8.0
12_AMANDA_R,27.0,1.0,1.0,4.0,S,7.0
12_NOELLE_D,26.0,0.0,0.0,5.0,W,6.0
12_MARSHANA_R,27.0,0.0,0.0,0.0,N,5.0
12_ROBIN_C,22.0,0.0,1.0,0.0,W,5.0
12_ASHLEE_W,22.0,0.0,1.0,0.0,S,4.0
12_KELLY_D,25.0,0.0,0.0,0.0,W,4.0
12_HOLLY_D,24.0,0.0,1.0,3.0,M,4.0
12_AMY_R,22.0,0.0,0.0,0.0,W,3.0
12_ERIN_S,33.0,0.0,0.0,0.0,W,3.0
12_KRISTINE_H,33.0,0.0,0.0,0.0,N,3.0
12_CARRI_P,25.0,0.0,0.0,0.0,S,2.0
12_ERIN_H,25.0,0.0,0.0,0.0,W,2.0
12_MICHELLE_P,28.0,0.0,0.0,0.0,N,2.0
12_ALYSSA_G,24.0,0.0,0.0,0.0,W,1.0
12_AMANDA_P,26.0,0.0,0.0,0.0,S,1.0
12_DENISE_H,30.0,0.0,0.0,0.0,N,1.0
12_DEVON_A,24.0,0.0,0.0,0.0,S,1.0
12_LESLEY_G,23.0,0.0,0.0,0.0,S,1.0
12_MICHELE_R,33.0,0.0,0.0,0.0,W,1.0
12_REBECCA_L,30.0,0.0,0.0,0.0,W,1.0
12_STACEY_E,26.0,0.0,0.0,0.0,M,1.0
12_TAMARA_S,23.0,0.0,0.0,0.0,W,1.0
12_TIFFANY_T,33.0,0.0,0.0,0.0,W,1.0
13_MELISSA_R,25.0,0.0,1.0,2.0,S,11.0
13_MOLLY_M,24.0,0.0,1.0,4.0,M,8.0
13_JILLIAN_H,29.0,0.0,2.0,2.0,Other,7.0
13_NAOMI_C,24.0,0.0,0.0,5.0,W,6.0
13_STEPHANIE_H,34.0,0.0,1.0,3.0,S,5.0
13_LAUREN_W,27.0,0.0,0.0,0.0,N,4.0
13_MEGAN_P,25.0,0.0,1.0,0.0,N,4.0
13_SHANNON_B,29.0,0.0,0.0,0.0,M,4.0
13_NIKKI_K,29.0,1.0,1.0,0.0,M,4.0
13_ERICA_D,25.0,0.0,0.0,0.0,N,3.0
13_KARI_F,27.0,0.0,0.0,0.0,M,3.0
13_NATALIE_G,27.0,0.0,0.0,3.0,M,3.0
13_RAQUEL_M,27.0,0.0,0.0,0.0,Other,2.0
13_SHARON_S,32.0,0.0,0.0,0.0,N,2.0
13_LISA_G,28.0,0.0,0.0,0.0,W,2.0
13_ANN_L,24.0,0.0,0.0,0.0,W,1.0
13_DOMINIQUE_C,26.0,0.0,0.0,0.0,N,1.0
13_EMILY_H,23.0,0.0,0.0,0.0,W,1.0
13_JACKIE_H,26.0,0.0,0.0,0.0,N,1.0
13_JULIE_D,26.0,0.0,0.0,0.0,M,1.0
13_NICOLE_M,25.0,0.0,0.0,0.0,Other,1.0
13_RENEE_S,36.0,0.0,0.0,0.0,W,1.0
13_SHELBY_G,23.0,0.0,0.0,0.0,W,1.0
13_STACIA_M,24.0,0.0,0.0,0.0,W,1.0
13_TREASURE_M,28.0,0.0,0.0,0.0,W,1.0
14_VIENNA_G,23.0,0.0,1.0,3.0,S,11.0
14_TENLEY_M,25.0,1.0,1.0,5.0,W,8.0
14_GIA_A,26.0,0.0,0.0,4.0,N,7.0
14_ALI_F,25.0,0.0,1.0,2.0,N,6.0
14_CORRIE_A,23.0,0.0,0.0,5.0,S,5.0
14_ASHLEIGH_H,25.0,0.0,0.0,0.0,N,4.0
14_JESSIE_S,25.0,0.0,0.0,0.0,Other,4.0
14_KATHRYN_S,25.0,0.0,0.0,0.0,S,4.0
14_ELLA_N,30.0,0.0,1.0,3.0,S,4.0
14_ELIZABETH_KI,29.0,0.0,1.0,0.0,W,3.0
14_VALISHIA_S,32.0,0.0,0.0,0.0,W,3.0
14_MICHELLE_K,26.0,0.0,0.0,0.0,W,3.0
14_ASHLEY_E,29.0,0.0,0.0,0.0,N,2.0
14_CRISTINA_M,25.0,0.0,0.0,0.0,W,2.0
14_ROZLYN_P,28.0,0.0,0.0,0.0,S,2.0
14_LEX_M,25.0,0.0,0.0,0.0,M,1.0
14_CAITLYN_M,24.0,0.0,0.0,0.0,M,1.0
14_CHANNY_C,29.0,0.0,0.0,0.0,W,1.0
14_ELIZABETH_KR,29.0,0.0,0.0,0.0,S,1.0
14_EMILY_H,23.0,0.0,0.0,0.0,M,1.0
14_KIMBERLY_S,24.0,0.0,0.0,0.0,S,1.0
14_KIRSTEN_P,25.0,0.0,0.0,0.0,W,1.0
14_SHEILA_L,25.0,0.0,0.0,0.0,W,1.0
14_STEPHANIE_M,24.0,0.0,0.0,0.0,M,1.0
14_TIANA_K,31.0,0.0,0.0,0.0,Other,1.0
15_EMILY_M,25.0,0.0,2.0,3.0,S,11.0
15_CHANTAL_O,28.0,0.0,0.0,4.0,W,10.0
15_ASHLEY_H,26.0,0.0,1.0,2.0,N,9.0
15_SHAWNTEL_N,25.0,0.0,1.0,5.0,W,8.0
15_MICHELLE_M,30.0,0.0,1.0,4.0,W,7.0
15_BRITT_B,25.0,0.0,0.0,7.0,W,7.0
15_JACKIE_G,26.0,0.0,1.0,2.0,N,6.0
15_ALLI_T,24.0,0.0,0.0,6.0,M,6.0
15_LISA_M,24.0,0.0,0.0,0.0,M,5.0
15_MARISSA_M,26.0,0.0,0.0,0.0,W,5.0
15_ASHLEY_S,26.0,1.0,2.0,3.0,S,5.0
15_LINDSAY_H,25.0,0.0,0.0,0.0,S,4.0
15_MEGHAN_M,30.0,0.0,0.0,0.0,N,4.0
15_STACEY_Q,26.0,0.0,0.0,0.0,N,4.0
15_KIMBERLY_C,27.0,0.0,0.0,0.0,S,3.0
15_SARAH_P,27.0,0.0,0.0,0.0,W,3.0
15_MADISON_G,25.0,0.0,0.0,0.0,W,3.0
15_KELTIE_C,28.0,0.0,0.0,0.0,Other,2.0
15_MELISSA_S,32.0,0.0,0.0,0.0,N,2.0
15_RAICHEL_G,29.0,0.0,0.0,0.0,W,2.0
15_BRITNEE_X,25.0,0.0,0.0,0.0,N,1.0
15_CRISTY_C,30.0,0.0,0.0,0.0,S,1.0
15_JESSICA_A,26.0,0.0,0.0,0.0,W,1.0
15_JILL_R,28.0,0.0,0.0,0.0,S,1.0
15_LACEY_G,27.0,0.0,0.0,0.0,S,1.0
15_LAUREN_M,26.0,0.0,0.0,0.0,S,1.0
15_LISA_P,27.0,0.0,0.0,0.0,N,1.0
15_REBECCA_X,30.0,0.0,0.0,0.0,W,1.0
15_RENEE_H,28.0,0.0,0.0,0.0,M,1.0
15_SARAH_L,25.0,0.0,0.0,0.0,W,1.0
16_COURTNEY_R,28.0,0.0,1.0,2.0,W,11.0
16_LINDZI_C,27.0,1.0,2.0,3.0,W,10.0
16_NICKI_S,26.0,0.0,0.0,5.0,S,9.0
16_KACIE_B,24.0,0.0,1.0,2.0,S,8.0
16_EMILY_O,27.0,0.0,1.0,3.0,S,7.0
16_RACHEL_T,27.0,0.0,1.0,4.0,N,7.0
16_JAMIE_O,25.0,0.0,0.0,0.0,N,6.0
16_CASEY_S,26.0,0.0,0.0,0.0,M,6.0
16_BLAKELEY_J,33.0,0.0,1.0,0.0,S,6.0
16_JENNIFER_F,28.0,0.0,0.0,4.0,S,5.0
16_ELYSE_M,24.0,0.0,0.0,5.0,M,5.0
16_MONICA_S,33.0,0.0,0.0,0.0,W,4.0
16_SAMANTHA_L,26.0,0.0,0.0,0.0,N,4.0
16_ERIKA_U,23.0,0.0,0.0,0.0,S,3.0
16_JACLYN_S,27.0,0.0,0.0,0.0,N,3.0
16_BRITTNEY_S,26.0,0.0,0.0,0.0,W,3.0
16_JENNA_B,27.0,0.0,0.0,0.0,M,2.0
16_SHAWN_R,28.0,0.0,0.0,0.0,M,2.0
16_AMBER_B,23.0,0.0,0.0,0.0,Other,1.0
16_AMBER_T,28.0,0.0,0.0,0.0,W,1.0
16_ANNA_S,25.0,0.0,0.0,0.0,W,1.0
16_DIANNA_M,30.0,0.0,0.0,0.0,W,1.0
16_HOLLY_J,34.0,0.0,0.0,0.0,S,1.0
16_LYNDSIE_J,29.0,0.0,0.0,0.0,Other,1.0
16_SHIRA_A,35.0,0.0,0.0,0.0,N,1.0
17_CATHERINE_G,26.0,1.0,1.0,6.0,W,11.0
17_LINDSAY_Y,24.0,0.0,1.0,5.0,S,10.0
17_ASHLEE_F,32.0,1.0,2.0,3.0,S,9.0
17_DESIREE_H,26.0,1.0,2.0,2.0,W,8.0
17_LESLEY_M,24.0,0.0,1.0,3.0,S,7.0
17_TIERRA_L,24.0,1.0,1.0,0.0,W,7.0
17_DANIELLA_M,24.0,0.0,0.0,0.0,W,6.0
17_SELMA_A,29.0,1.0,1.0,4.0,W,6.0
17_SARAH_H,26.0,1.0,2.0,2.0,W,6.0
17_ROBYN_H,24.0,1.0,1.0,0.0,M,5.0
17_JACKIE_P,25.0,1.0,1.0,0.0,S,5.0
17_AMANDA_M,26.0,0.0,0.0,0.0,W,4.0
17_LESLIE_H,28.0,1.0,1.0,4.0,S,4.0
17_KRISTY_K,25.0,0.0,0.0,0.0,M,3.0
17_TARYN_D,30.0,0.0,0.0,0.0,W,3.0
17_KACIE_B,25.0,0.0,1.0,0.0,S,3.0
17_BROOKE_B,25.0,1.0,1.0,0.0,N,2.0
17_DIANA_W,31.0,1.0,1.0,0.0,W,2.0
17_KATIE_L,27.0,1.0,1.0,0.0,M,2.0
17_ASHLEY_H,25.0,0.0,0.0,0.0,S,1.0
17_ASHLEY_P,28.0,0.0,0.0,0.0,W,1.0
17_KELLY_D,28.0,0.0,0.0,0.0,S,1.0
17_KERIANN_M,29.0,0.0,0.0,0.0,W,1.0
17_LACEY_L,24.0,0.0,0.0,0.0,W,1.0
17_LAUREN_M,27.0,0.0,0.0,0.0,N,1.0
17_PAIGE_V,25.0,0.0,0.0,0.0,M,1.0
18_NIKKI_F,26.0,0.0,1.0,5.0,M,11.0
18_CLARE_C,32.0,0.0,1.0,2.0,W,10.0
18_ANDI_D,26.0,0.0,0.0,6.0,S,9.0
18_RENEE_O,32.0,0.0,0.0,5.0,N,8.0
18_CHELSIE_W,24.0,0.0,1.0,3.0,M,7.0
18_SHARLEEN_J,29.0,1.0,1.0,4.0,Other,7.0
18_KAT_H,29.0,0.0,1.0,2.0,M,6.0
18_CASSANDRA_F,22.0,0.0,1.0,3.0,W,6.0
18_ALLI_R,26.0,0.0,0.0,0.0,M,5.0
18_DANIELLE_R,25.0,0.0,0.0,0.0,M,5.0
18_KELLY_T,27.0,0.0,1.0,0.0,S,5.0
18_ELISE_M,27.0,0.0,0.0,0.0,N,4.0
18_LAUREN_S,26.0,0.0,0.0,0.0,S,4.0
18_CHRISTY_H,24.0,0.0,0.0,0.0,M,3.0
18_LUCY_A,25.0,0.0,0.0,0.0,W,3.0
18_AMY_L,27.0,0.0,0.0,0.0,S,2.0
18_CHANTEL_F,27.0,0.0,0.0,0.0,S,2.0
18_VICTORIA_L,24.0,0.0,0.0,0.0,Other,2.0
18_ALEXIS_M,24.0,0.0,0.0,0.0,S,1.0
18_AMY_J,31.0,0.0,0.0,0.0,S,1.0
18_ASHLEY_P,25.0,0.0,0.0,0.0,S,1.0
18_CHRISTINE_L,23.0,0.0,0.0,0.0,S,1.0
18_KYLIE_L,23.0,0.0,0.0,0.0,M,1.0
18_LACY_F,25.0,0.0,0.0,0.0,W,1.0
18_LAUREN_H,25.0,0.0,0.0,0.0,S,1.0
18_MAGGIE_G,25.0,0.0,0.0,0.0,S,1.0
18_VALERIE_E,26.0,0.0,0.0,0.0,W,1.0
19_WHITNEY_B,29.0,0.0,1.0,3.0,S,11.0
19_BECCA_T,25.0,0.0,1.0,6.0,S,10.0
19_KAITLYN_B,29.0,0.0,2.0,3.0,Other,9.0
19_JADE_R,28.0,0.0,0.0,4.0,W,8.0
19_CARLY_W,29.0,0.0,0.0,5.0,S,7.0
19_BRITT_N,27.0,1.0,1.0,5.0,W,7.0
19_MEGAN_B,24.0,0.0,1.0,2.0,S,6.0
19_KELSEY_P,28.0,0.0,0.0,0.0,W,6.0
19_ASHLEY_I,26.0,0.0,0.0,0.0,S,6.0
19_MACKENZIE_D,21.0,0.0,1.0,0.0,W,5.0
19_SAMANTHA_S,27.0,0.0,0.0,0.0,M,5.0
19_ASHLEY_S,24.0,0.0,0.0,0.0,S,4.0
19_JUELIA_K,30.0,0.0,0.0,0.0,W,4.0
19_NIKKI_D,26.0,0.0,0.0,0.0,N,4.0
19_JILIAN_A,25.0,0.0,0.0,0.0,M,4.0
19_AMBER_J,29.0,0.0,0.0,0.0,M,3.0
19_TRACY_D,29.0,0.0,0.0,0.0,S,3.0
19_TRINA_S,33.0,0.0,0.0,0.0,M,3.0
19_ALISSA_G,24.0,0.0,0.0,0.0,N,2.0
19_JORDAN_B,24.0,0.0,0.0,0.0,W,2.0
19_KIMBERLY_S,28.0,0.0,0.0,0.0,N,2.0
19_TANDRA_S,30.0,0.0,0.0,0.0,W,2.0
19_TARA_E,26.0,0.0,0.0,0.0,S,2.0
19_AMANDA_G,24.0,0.0,0.0,0.0,M,1.0
19_BO_S,25.0,0.0,0.0,0.0,W,1.0
19_BRITTANY_F,26.0,0.0,0.0,0.0,W,1.0
19_KARA_W,25.0,0.0,0.0,0.0,S,1.0
19_MICHELLE_D,25.0,0.0,0.0,0.0,W,1.0
19_NICOLE_M,31.0,0.0,0.0,0.0,W,1.0
19_REEGAN_C,28.0,0.0,0.0,0.0,W,1.0
20_LAUREN_B,25.0,0.0,1.0,3.0,W,11.0
20_JOJO_F,24.0,0.0,1.0,4.0,S,10.0
20_CAILA_Q,24.0,0.0,1.0,2.0,M,9.0
20_AMANDA_S,25.0,0.0,0.0,5.0,W,8.0
20_BECCA_T,26.0,0.0,0.0,4.0,S,7.0
20_EMILY_F,23.0,0.0,0.0,7.0,W,7.0
20_LAUREN_H,25.0,0.0,0.0,5.0,W,6.0
20_OLIVIA_C,23.0,1.0,2.0,0.0,S,6.0
20_LEAH_B,25.0,0.0,0.0,0.0,W,6.0
20_JENNIFER_S,25.0,0.0,0.0,0.0,S,5.0
20_JUBILEE_S,24.0,0.0,1.0,3.0,S,5.0
20_AMBER_J,30.0,0.0,1.0,0.0,M,4.0
20_RACHEL_T,23.0,0.0,0.0,0.0,S,4.0
20_HALEY_F,23.0,0.0,0.0,0.0,W,4.0
20_JAMI_L,23.0,0.0,0.0,0.0,Other,3.0
20_SHUSHANNA_M,27.0,0.0,0.0,0.0,W,3.0
20_LACE_M,25.0,0.0,0.0,0.0,W,3.0
20_MANDI_K,28.0,0.0,0.0,0.0,W,2.0
20_JACKIE_D,23.0,0.0,0.0,0.0,W,2.0
20_SAMANTHA_P,26.0,0.0,0.0,0.0,S,2.0
20_LB_B,23.0,0.0,0.0,0.0,S,2.0
20_BREANNE_R,30.0,0.0,0.0,0.0,W,1.0
20_IZZY_G,24.0,0.0,0.0,0.0,N,1.0
20_JESSICA_M,23.0,0.0,0.0,0.0,S,1.0
20_LAURA_E,24.0,0.0,0.0,0.0,S,1.0
20_LAUREN_R,26.0,0.0,0.0,0.0,S,1.0
20_MAEGAN_M,30.0,0.0,0.0,0.0,W,1.0
20_TIARA_S,27.0,0.0,0.0,0.0,W,1.0
21_ALEXIS_W,23.0,0.0,0.0,0.0,N,5.0
21_ANGELA_A,26.0,0.0,0.0,0.0,S,1.0
21_ASTRID_L,26.0,0.0,0.0,0.0,S,4.0
21_BRIANA_G,28.0,0.0,0.0,0.0,W,1.0
21_BRITTANY_F,26.0,0.0,0.0,0.0,W,3.0
21_CHRISTEN_W,25.0,0.0,1.0,0.0,S,3.0
21_CORINNE_O,24.0,0.0,1.0,8.0,S,8.0
21_DANIELLE_L,27.0,0.0,1.0,4.0,W,6.0
21_DANIELLE_M,31.0,0.0,1.0,2.0,S,7.0
21_DOMINIQUE_A,25.0,0.0,0.0,0.0,W,3.0
21_LIZ_S,29.0,0.0,0.0,0.0,W,2.0
21_ELIZABETH_W,24.0,0.0,0.0,0.0,S,2.0
21_HAILEY_M,23.0,0.0,0.0,0.0,Other,2.0
21_IDA_D,23.0,0.0,0.0,0.0,S,1.0
21_JAIMI_K,28.0,0.0,0.0,0.0,S,5.0
21_JASMINE_B,25.0,0.0,0.0,0.0,W,1.0
21_JASMINE_G,29.0,0.0,0.0,0.0,W,6.0
21_JOSEPHINE_T,24.0,0.0,0.0,0.0,W,5.0
21_KRISTINA_S,24.0,0.0,0.0,6.0,S,7.0
21_LACEY_M,25.0,0.0,0.0,0.0,N,2.0
21_LAUREN_H,30.0,0.0,0.0,0.0,S,1.0
21_MICHELLE_R,24.0,0.0,0.0,0.0,W,1.0
21_OLIVIA_B,25.0,0.0,0.0,0.0,O,1.0
21_RACHEL_L,31.0,0.0,1.0,5.0,S,9.0
21_RAVEN_G,25.0,0.0,0.0,4.0,S,10.0
21_SARAH_V,26.0,0.0,0.0,0.0,W,4.0
21_SUSANNAH_M,26.0,0.0,0.0,0.0,W,1.0
21_TAYLOR_N,23.0,0.0,0.0,0.0,W,5.0
21_VANESSA_G,29.0,1.0,2.0,3.0,Other,11.0
21_WHITNEY_F,25.0,0.0,0.0,0.0,M,6.0
